id,name,quantity,price,date,category
2829,Product_2829,54.0,8.26,2023-04-28 20:00:00,Category_3
2830,Product_2830,79.0,42.24,2023-04-28 21:00:00,Category_4
2831,Product_2831,16.0,62.26,2023-04-28 22:00:00,Category_5
2832,Product_2832,79.0,41.96,2023-04-28 23:00:00,Category_4
2833,Product_2833,58.0,71.38,2023-04-29 00:00:00,Category_3
2834,Product_2834,16.0,82.03,2023-04-29 01:00:00,Category_3
2835,Product_2835,2.0,10.92,2023-04-29 02:00:00,Category_1
2836,Product_2836,2.0,40.33,2023-04-29 03:00:00,Category_2
2837,Product_2837,96.0,23.25,2023-04-29 04:00:00,Category_5
2838,Product_2838,92.0,77.76,2023-04-29 05:00:00,Category_1
2839,Product_2839,93.0,92.48,2023-04-29 06:00:00,Category_5
2840,Product_2840,7.0,88.14,2023-04-29 07:00:00,Category_3
2841,Product_2841,33.0,40.06,2023-04-29 08:00:00,Category_5
2842,Product_2842,86.0,67.87,2023-04-29 09:00:00,Category_1
2843,Product_2843,59.0,78.72,2023-04-29 10:00:00,Category_4
2844,Product_2844,21.0,63.8,2023-04-29 11:00:00,Category_1
2845,Product_2845,62.0,8.32,2023-04-29 12:00:00,Category_1
2846,Product_2846,6.0,41.16,2023-04-29 13:00:00,Category_2
2847,Product_2847,7.0,19.04,2023-04-29 14:00:00,Category_1
2848,Product_2848,70.0,91.37,2023-04-29 15:00:00,Category_2
2849,Product_2849,56.0,59.28,2023-04-29 16:00:00,Category_3
2850,Product_2850,,43.92,2023-04-29 17:00:00,Category_1
2851,Product_2851,85.0,26.99,2023-04-29 18:00:00,Category_5
2852,Product_2852,38.0,31.11,2023-04-29 19:00:00,Category_3
2853,Product_2853,72.0,50.33,2023-04-29 20:00:00,Category_2
2854,Product_2854,96.0,14.46,2023-04-29 21:00:00,Category_1
2855,Product_2855,51.0,97.09,2023-04-29 22:00:00,Category_2
2856,Product_2856,46.0,98.46,2023-04-29 23:00:00,Category_5
2857,Product_2857,36.0,72.31,2023-04-30 00:00:00,Category_4
2858,Product_2858,64.0,47.58,2023-04-30 01:00:00,Category_4
2859,Product_2859,98.0,6.54,2023-04-30 02:00:00,Category_2
2860,Product_2860,17.0,34.09,2023-04-30 03:00:00,Category_2
2861,Product_2861,64.0,85.25,2023-04-30 04:00:00,Category_5
2862,Product_2862,26.0,18.62,2023-04-30 05:00:00,Category_4
2863,Product_2863,35.0,95.83,2023-04-30 06:00:00,Category_5
2864,Product_2864,85.0,7.02,2023-04-30 07:00:00,Category_4
2865,Product_2865,56.0,76.46,2023-04-30 08:00:00,Category_2
2866,Product_2866,58.0,82.32,2023-04-30 09:00:00,Category_4
2867,Product_2867,88.0,6.21,2023-04-30 10:00:00,Category_2
2868,Product_2868,90.0,71.14,2023-04-30 11:00:00,Category_4
2869,Product_2869,92.0,79.96,2023-04-30 12:00:00,Category_1
2870,Product_2870,56.0,64.55,2023-04-30 13:00:00,Category_5
2871,Product_2871,3.0,31.97,2023-04-30 14:00:00,Category_3
2872,Product_2872,20.0,23.72,2023-04-30 15:00:00,Category_2
2873,Product_2873,10.0,7.33,2023-04-30 16:00:00,Category_1
2874,Product_2874,9.0,5.17,2023-04-30 17:00:00,Category_5
2875,Product_2875,44.0,16.02,2023-04-30 18:00:00,Category_5
2876,Product_2876,32.0,93.41,2023-04-30 19:00:00,Category_1
2877,Product_2877,53.0,84.64,2023-04-30 20:00:00,Category_3
2878,Product_2878,84.0,73.89,2023-04-30 21:00:00,Category_1
2879,Product_2879,58.0,90.0,2023-04-30 22:00:00,Category_4
2880,Product_2880,57.0,97.97,2023-04-30 23:00:00,Category_2
2881,Product_2881,19.0,84.08,2023-05-01 00:00:00,Category_2
2882,Product_2882,38.0,25.82,2023-05-01 01:00:00,Category_5
2883,Product_2883,99.0,82.2,2023-05-01 02:00:00,Category_3
2884,Product_2884,60.0,77.31,2023-05-01 03:00:00,Category_1
2885,Product_2885,43.0,90.34,2023-05-01 04:00:00,Category_3
2886,Product_2886,68.0,54.63,2023-05-01 05:00:00,Category_4
2887,Product_2887,58.0,84.75,2023-05-01 06:00:00,Category_3
2888,Product_2888,78.0,19.98,2023-05-01 07:00:00,Category_3
2889,Product_2889,30.0,83.37,2023-05-01 08:00:00,Category_4
2890,Product_2890,49.0,7.34,2023-05-01 09:00:00,Category_1
2891,Product_2891,3.0,54.32,2023-05-01 10:00:00,Category_5
2892,Product_2892,9.0,84.99,2023-05-01 11:00:00,Category_4
2893,Product_2893,82.0,72.42,2023-05-01 12:00:00,Category_2
2894,Product_2894,55.0,72.3,2023-05-01 13:00:00,Category_4
2895,Product_2895,44.0,84.01,2023-05-01 14:00:00,Category_2
2896,Product_2896,28.0,92.77,2023-05-01 15:00:00,Category_3
2897,Product_2897,89.0,18.73,2023-05-01 16:00:00,Category_2
2898,Product_2898,64.0,15.81,2023-05-01 17:00:00,Category_3
2899,Product_2899,13.0,34.22,2023-05-01 18:00:00,Category_3
2900,Product_2900,,44.4,2023-05-01 19:00:00,Category_1
2901,Product_2901,33.0,7.66,2023-05-01 20:00:00,Category_3
2902,Product_2902,24.0,62.61,2023-05-01 21:00:00,Category_3
2903,Product_2903,6.0,96.35,2023-05-01 22:00:00,Category_4
2904,Product_2904,37.0,83.1,2023-05-01 23:00:00,Category_1
2905,Product_2905,35.0,90.66,2023-05-02 00:00:00,Category_2
2906,Product_2906,45.0,60.8,2023-05-02 01:00:00,Category_4
2907,Product_2907,66.0,71.3,2023-05-02 02:00:00,Category_4
2908,Product_2908,42.0,91.12,2023-05-02 03:00:00,Category_5
2909,Product_2909,1.0,72.75,2023-05-02 04:00:00,Category_2
2910,Product_2910,13.0,20.44,2023-05-02 05:00:00,Category_5
2911,Product_2911,16.0,57.59,2023-05-02 06:00:00,Category_2
2912,Product_2912,9.0,47.86,2023-05-02 07:00:00,Category_5
2913,Product_2913,3.0,69.3,2023-05-02 08:00:00,Category_5
2914,Product_2914,9.0,93.72,2023-05-02 09:00:00,Category_2
2915,Product_2915,31.0,39.2,2023-05-02 10:00:00,Category_1
2916,Product_2916,34.0,50.2,2023-05-02 11:00:00,Category_3
2917,Product_2917,81.0,14.55,2023-05-02 12:00:00,Category_3
2918,Product_2918,25.0,93.25,2023-05-02 13:00:00,Category_3
2919,Product_2919,28.0,46.32,2023-05-02 14:00:00,Category_5
2920,Product_2920,12.0,83.49,2023-05-02 15:00:00,Category_3
2921,Product_2921,34.0,12.64,2023-05-02 16:00:00,Category_1
2922,Product_2922,7.0,38.71,2023-05-02 17:00:00,Category_1
2923,Product_2923,81.0,44.8,2023-05-02 18:00:00,Category_2
2924,Product_2924,91.0,94.4,2023-05-02 19:00:00,Category_4
2925,Product_2925,81.0,35.82,2023-05-02 20:00:00,Category_3
2926,Product_2926,56.0,59.79,2023-05-02 21:00:00,Category_1
2927,Product_2927,79.0,49.75,2023-05-02 22:00:00,Category_3
2928,Product_2928,14.0,7.63,2023-05-02 23:00:00,Category_3
2929,Product_2929,52.0,65.0,2023-05-03 00:00:00,Category_2
2930,Product_2930,46.0,70.99,2023-05-03 01:00:00,Category_2
2931,Product_2931,88.0,36.13,2023-05-03 02:00:00,Category_4
2932,Product_2932,69.0,88.17,2023-05-03 03:00:00,Category_2
2933,Product_2933,60.0,16.26,2023-05-03 04:00:00,Category_5
2934,Product_2934,32.0,97.92,2023-05-03 05:00:00,Category_1
2935,Product_2935,69.0,96.82,2023-05-03 06:00:00,Category_5
2936,Product_2936,42.0,30.8,2023-05-03 07:00:00,Category_1
2937,Product_2937,22.0,14.26,2023-05-03 08:00:00,Category_1
2938,Product_2938,63.0,65.8,2023-05-03 09:00:00,Category_1
2939,Product_2939,50.0,14.36,2023-05-03 10:00:00,Category_2
2940,Product_2940,35.0,82.48,2023-05-03 11:00:00,Category_1
2941,Product_2941,4.0,49.8,2023-05-03 12:00:00,Category_3
2942,Product_2942,78.0,40.8,2023-05-03 13:00:00,Category_4
2943,Product_2943,96.0,66.77,2023-05-03 14:00:00,Category_3
2944,Product_2944,18.0,93.2,2023-05-03 15:00:00,Category_5
2945,Product_2945,21.0,67.43,2023-05-03 16:00:00,Category_3
2946,Product_2946,26.0,32.23,2023-05-03 17:00:00,Category_5
2947,Product_2947,78.0,68.94,2023-05-03 18:00:00,Category_4
2948,Product_2948,72.0,22.61,2023-05-03 19:00:00,Category_1
2949,Product_2949,76.0,95.23,2023-05-03 20:00:00,Category_4
2950,Product_2950,,62.68,2023-05-03 21:00:00,Category_4
2951,Product_2951,85.0,42.88,2023-05-03 22:00:00,Category_1
2952,Product_2952,78.0,42.02,2023-05-03 23:00:00,Category_3
2953,Product_2953,36.0,74.65,2023-05-04 00:00:00,Category_5
2954,Product_2954,79.0,17.1,2023-05-04 01:00:00,Category_2
2955,Product_2955,17.0,33.59,2023-05-04 02:00:00,Category_2
2956,Product_2956,37.0,78.33,2023-05-04 03:00:00,Category_1
2957,Product_2957,98.0,99.21,2023-05-04 04:00:00,Category_4
2958,Product_2958,87.0,22.64,2023-05-04 05:00:00,Category_1
2959,Product_2959,51.0,90.72,2023-05-04 06:00:00,Category_5
2960,Product_2960,90.0,94.8,2023-05-04 07:00:00,Category_3
2961,Product_2961,58.0,12.45,2023-05-04 08:00:00,Category_3
2962,Product_2962,35.0,75.88,2023-05-04 09:00:00,Category_1
2963,Product_2963,65.0,71.5,2023-05-04 10:00:00,Category_3
2964,Product_2964,98.0,57.83,2023-05-04 11:00:00,Category_3
2965,Product_2965,40.0,94.51,2023-05-04 12:00:00,Category_5
2966,Product_2966,60.0,18.52,2023-05-04 13:00:00,Category_4
2967,Product_2967,43.0,49.11,2023-05-04 14:00:00,Category_5
2968,Product_2968,20.0,12.85,2023-05-04 15:00:00,Category_1
2969,Product_2969,13.0,67.74,2023-05-04 16:00:00,Category_4
2970,Product_2970,52.0,89.52,2023-05-04 17:00:00,Category_3
2971,Product_2971,31.0,64.16,2023-05-04 18:00:00,Category_5
2972,Product_2972,68.0,16.7,2023-05-04 19:00:00,Category_2
2973,Product_2973,51.0,67.69,2023-05-04 20:00:00,Category_1
2974,Product_2974,48.0,24.33,2023-05-04 21:00:00,Category_5
2975,Product_2975,10.0,59.51,2023-05-04 22:00:00,Category_3
2976,Product_2976,72.0,8.14,2023-05-04 23:00:00,Category_4
2977,Product_2977,48.0,13.24,2023-05-05 00:00:00,Category_3
2978,Product_2978,73.0,36.21,2023-05-05 01:00:00,Category_5
2979,Product_2979,47.0,26.73,2023-05-05 02:00:00,Category_2
2980,Product_2980,98.0,83.02,2023-05-05 03:00:00,Category_2
2981,Product_2981,64.0,16.0,2023-05-05 04:00:00,Category_1
2982,Product_2982,80.0,87.31,2023-05-05 05:00:00,Category_4
2983,Product_2983,46.0,40.66,2023-05-05 06:00:00,Category_3
2984,Product_2984,74.0,5.71,2023-05-05 07:00:00,Category_5
2985,Product_2985,54.0,55.2,2023-05-05 08:00:00,Category_1
2986,Product_2986,72.0,73.6,2023-05-05 09:00:00,Category_4
2987,Product_2987,25.0,72.65,2023-05-05 10:00:00,Category_5
2988,Product_2988,57.0,67.72,2023-05-05 11:00:00,Category_3
2989,Product_2989,5.0,42.99,2023-05-05 12:00:00,Category_2
2990,Product_2990,30.0,94.95,2023-05-05 13:00:00,Category_2
2991,Product_2991,55.0,22.29,2023-05-05 14:00:00,Category_3
2992,Product_2992,31.0,34.65,2023-05-05 15:00:00,Category_1
2993,Product_2993,58.0,51.03,2023-05-05 16:00:00,Category_2
2994,Product_2994,44.0,25.22,2023-05-05 17:00:00,Category_4
2995,Product_2995,72.0,79.97,2023-05-05 18:00:00,Category_1
2996,Product_2996,4.0,92.19,2023-05-05 19:00:00,Category_4
2997,Product_2997,19.0,43.47,2023-05-05 20:00:00,Category_2
2998,Product_2998,75.0,93.9,2023-05-05 21:00:00,Category_5
2999,Product_2999,33.0,74.49,2023-05-05 22:00:00,Category_2
3000,Product_3000,,60.57,2023-05-05 23:00:00,Category_3
3001,Product_3001,84.0,98.6,2023-05-06 00:00:00,Category_5
3002,Product_3002,18.0,49.87,2023-05-06 01:00:00,Category_5
3003,Product_3003,21.0,83.07,2023-05-06 02:00:00,Category_2
3004,Product_3004,95.0,92.04,2023-05-06 03:00:00,Category_4
3005,Product_3005,95.0,88.28,2023-05-06 04:00:00,Category_2
3006,Product_3006,31.0,35.17,2023-05-06 05:00:00,Category_3
3007,Product_3007,97.0,77.39,2023-05-06 06:00:00,Category_1
3008,Product_3008,75.0,46.46,2023-05-06 07:00:00,Category_4
3009,Product_3009,16.0,70.25,2023-05-06 08:00:00,Category_3
3010,Product_3010,99.0,70.03,2023-05-06 09:00:00,Category_5
3011,Product_3011,72.0,97.89,2023-05-06 10:00:00,Category_2
3012,Product_3012,69.0,42.92,2023-05-06 11:00:00,Category_1
3013,Product_3013,23.0,87.78,2023-05-06 12:00:00,Category_5
3014,Product_3014,53.0,76.56,2023-05-06 13:00:00,Category_4
3015,Product_3015,44.0,38.1,2023-05-06 14:00:00,Category_1
3016,Product_3016,97.0,39.62,2023-05-06 15:00:00,Category_4
3017,Product_3017,45.0,25.68,2023-05-06 16:00:00,Category_2
3018,Product_3018,52.0,30.67,2023-05-06 17:00:00,Category_5
3019,Product_3019,47.0,21.32,2023-05-06 18:00:00,Category_3
3020,Product_3020,13.0,34.67,2023-05-06 19:00:00,Category_3
3021,Product_3021,57.0,77.84,2023-05-06 20:00:00,Category_5
3022,Product_3022,45.0,24.76,2023-05-06 21:00:00,Category_5
3023,Product_3023,81.0,77.52,2023-05-06 22:00:00,Category_3
3024,Product_3024,96.0,5.06,2023-05-06 23:00:00,Category_5
3025,Product_3025,50.0,73.42,2023-05-07 00:00:00,Category_4
3026,Product_3026,36.0,85.34,2023-05-07 01:00:00,Category_2
3027,Product_3027,40.0,36.6,2023-05-07 02:00:00,Category_3
3028,Product_3028,88.0,69.81,2023-05-07 03:00:00,Category_4
3029,Product_3029,84.0,36.99,2023-05-07 04:00:00,Category_2
3030,Product_3030,53.0,66.55,2023-05-07 05:00:00,Category_1
3031,Product_3031,90.0,6.94,2023-05-07 06:00:00,Category_2
3032,Product_3032,36.0,76.04,2023-05-07 07:00:00,Category_5
3033,Product_3033,92.0,72.37,2023-05-07 08:00:00,Category_2
3034,Product_3034,52.0,64.41,2023-05-07 09:00:00,Category_1
3035,Product_3035,10.0,94.01,2023-05-07 10:00:00,Category_1
3036,Product_3036,66.0,37.09,2023-05-07 11:00:00,Category_5
3037,Product_3037,29.0,16.14,2023-05-07 12:00:00,Category_1
3038,Product_3038,83.0,96.35,2023-05-07 13:00:00,Category_5
3039,Product_3039,35.0,75.15,2023-05-07 14:00:00,Category_2
3040,Product_3040,18.0,75.84,2023-05-07 15:00:00,Category_3
3041,Product_3041,81.0,90.99,2023-05-07 16:00:00,Category_3
3042,Product_3042,22.0,45.37,2023-05-07 17:00:00,Category_3
3043,Product_3043,54.0,99.11,2023-05-07 18:00:00,Category_4
3044,Product_3044,4.0,57.23,2023-05-07 19:00:00,Category_2
3045,Product_3045,16.0,10.0,2023-05-07 20:00:00,Category_1
3046,Product_3046,47.0,20.89,2023-05-07 21:00:00,Category_5
3047,Product_3047,77.0,62.07,2023-05-07 22:00:00,Category_4
3048,Product_3048,24.0,91.29,2023-05-07 23:00:00,Category_5
3049,Product_3049,85.0,36.43,2023-05-08 00:00:00,Category_3
3050,Product_3050,,59.02,2023-05-08 01:00:00,Category_1
3051,Product_3051,18.0,68.18,2023-05-08 02:00:00,Category_2
3052,Product_3052,88.0,74.2,2023-05-08 03:00:00,Category_5
3053,Product_3053,30.0,31.87,2023-05-08 04:00:00,Category_5
3054,Product_3054,74.0,28.46,2023-05-08 05:00:00,Category_1
3055,Product_3055,88.0,35.69,2023-05-08 06:00:00,Category_1
3056,Product_3056,97.0,78.17,2023-05-08 07:00:00,Category_2
3057,Product_3057,48.0,70.79,2023-05-08 08:00:00,Category_4
3058,Product_3058,45.0,6.25,2023-05-08 09:00:00,Category_3
3059,Product_3059,35.0,94.18,2023-05-08 10:00:00,Category_5
3060,Product_3060,62.0,95.81,2023-05-08 11:00:00,Category_2
3061,Product_3061,38.0,52.17,2023-05-08 12:00:00,Category_5
3062,Product_3062,45.0,83.02,2023-05-08 13:00:00,Category_4
3063,Product_3063,63.0,79.66,2023-05-08 14:00:00,Category_1
3064,Product_3064,99.0,74.67,2023-05-08 15:00:00,Category_2
3065,Product_3065,84.0,55.84,2023-05-08 16:00:00,Category_1
3066,Product_3066,60.0,40.71,2023-05-08 17:00:00,Category_2
3067,Product_3067,58.0,45.59,2023-05-08 18:00:00,Category_2
3068,Product_3068,72.0,86.83,2023-05-08 19:00:00,Category_3
3069,Product_3069,16.0,8.45,2023-05-08 20:00:00,Category_5
3070,Product_3070,88.0,81.87,2023-05-08 21:00:00,Category_2
3071,Product_3071,38.0,27.54,2023-05-08 22:00:00,Category_5
3072,Product_3072,77.0,27.91,2023-05-08 23:00:00,Category_5
3073,Product_3073,79.0,91.32,2023-05-09 00:00:00,Category_4
3074,Product_3074,58.0,63.39,2023-05-09 01:00:00,Category_5
3075,Product_3075,80.0,86.17,2023-05-09 02:00:00,Category_4
3076,Product_3076,69.0,47.56,2023-05-09 03:00:00,Category_1
3077,Product_3077,33.0,29.72,2023-05-09 04:00:00,Category_5
3078,Product_3078,24.0,32.58,2023-05-09 05:00:00,Category_4
3079,Product_3079,70.0,72.38,2023-05-09 06:00:00,Category_2
3080,Product_3080,24.0,11.97,2023-05-09 07:00:00,Category_3
3081,Product_3081,90.0,6.57,2023-05-09 08:00:00,Category_5
3082,Product_3082,88.0,64.58,2023-05-09 09:00:00,Category_4
3083,Product_3083,5.0,75.88,2023-05-09 10:00:00,Category_5
3084,Product_3084,17.0,49.43,2023-05-09 11:00:00,Category_4
3085,Product_3085,10.0,41.23,2023-05-09 12:00:00,Category_5
3086,Product_3086,47.0,88.2,2023-05-09 13:00:00,Category_4
3087,Product_3087,23.0,58.11,2023-05-09 14:00:00,Category_5
3088,Product_3088,7.0,43.24,2023-05-09 15:00:00,Category_4
3089,Product_3089,24.0,47.05,2023-05-09 16:00:00,Category_3
3090,Product_3090,29.0,89.08,2023-05-09 17:00:00,Category_2
3091,Product_3091,57.0,96.56,2023-05-09 18:00:00,Category_3
3092,Product_3092,10.0,37.22,2023-05-09 19:00:00,Category_4
3093,Product_3093,54.0,39.83,2023-05-09 20:00:00,Category_2
3094,Product_3094,59.0,68.27,2023-05-09 21:00:00,Category_3
3095,Product_3095,80.0,66.03,2023-05-09 22:00:00,Category_1
3096,Product_3096,29.0,11.44,2023-05-09 23:00:00,Category_3
3097,Product_3097,4.0,45.87,2023-05-10 00:00:00,Category_2
3098,Product_3098,8.0,61.59,2023-05-10 01:00:00,Category_2
3099,Product_3099,77.0,98.25,2023-05-10 02:00:00,Category_4
3100,Product_3100,,5.23,2023-05-10 03:00:00,Category_5
3101,Product_3101,50.0,73.35,2023-05-10 04:00:00,Category_5
3102,Product_3102,17.0,20.2,2023-05-10 05:00:00,Category_3
3103,Product_3103,1.0,7.78,2023-05-10 06:00:00,Category_3
3104,Product_3104,57.0,59.17,2023-05-10 07:00:00,Category_4
3105,Product_3105,24.0,63.42,2023-05-10 08:00:00,Category_1
3106,Product_3106,5.0,96.43,2023-05-10 09:00:00,Category_2
3107,Product_3107,27.0,35.69,2023-05-10 10:00:00,Category_4
3108,Product_3108,30.0,22.67,2023-05-10 11:00:00,Category_2
3109,Product_3109,82.0,22.56,2023-05-10 12:00:00,Category_3
3110,Product_3110,53.0,90.45,2023-05-10 13:00:00,Category_1
3111,Product_3111,55.0,17.81,2023-05-10 14:00:00,Category_5
3112,Product_3112,41.0,21.37,2023-05-10 15:00:00,Category_1
3113,Product_3113,53.0,70.78,2023-05-10 16:00:00,Category_2
3114,Product_3114,45.0,15.38,2023-05-10 17:00:00,Category_5
3115,Product_3115,72.0,75.11,2023-05-10 18:00:00,Category_4
3116,Product_3116,60.0,9.64,2023-05-10 19:00:00,Category_1
3117,Product_3117,72.0,63.8,2023-05-10 20:00:00,Category_1
3118,Product_3118,40.0,41.08,2023-05-10 21:00:00,Category_4
3119,Product_3119,66.0,81.81,2023-05-10 22:00:00,Category_3
3120,Product_3120,43.0,50.03,2023-05-10 23:00:00,Category_5
3121,Product_3121,20.0,41.74,2023-05-11 00:00:00,Category_3
3122,Product_3122,18.0,68.14,2023-05-11 01:00:00,Category_1
3123,Product_3123,98.0,27.01,2023-05-11 02:00:00,Category_4
3124,Product_3124,93.0,27.35,2023-05-11 03:00:00,Category_5
3125,Product_3125,93.0,35.48,2023-05-11 04:00:00,Category_2
3126,Product_3126,74.0,42.79,2023-05-11 05:00:00,Category_1
3127,Product_3127,26.0,76.45,2023-05-11 06:00:00,Category_2
3128,Product_3128,70.0,88.05,2023-05-11 07:00:00,Category_4
3129,Product_3129,37.0,24.55,2023-05-11 08:00:00,Category_5
3130,Product_3130,35.0,73.8,2023-05-11 09:00:00,Category_5
3131,Product_3131,69.0,50.22,2023-05-11 10:00:00,Category_2
3132,Product_3132,76.0,55.55,2023-05-11 11:00:00,Category_4
3133,Product_3133,85.0,16.6,2023-05-11 12:00:00,Category_4
3134,Product_3134,74.0,20.48,2023-05-11 13:00:00,Category_5
3135,Product_3135,69.0,94.64,2023-05-11 14:00:00,Category_3
3136,Product_3136,2.0,84.91,2023-05-11 15:00:00,Category_2
3137,Product_3137,61.0,57.61,2023-05-11 16:00:00,Category_5
3138,Product_3138,68.0,38.55,2023-05-11 17:00:00,Category_2
3139,Product_3139,86.0,17.61,2023-05-11 18:00:00,Category_5
3140,Product_3140,67.0,81.59,2023-05-11 19:00:00,Category_5
3141,Product_3141,73.0,80.79,2023-05-11 20:00:00,Category_5
3142,Product_3142,36.0,6.75,2023-05-11 21:00:00,Category_3
3143,Product_3143,26.0,50.94,2023-05-11 22:00:00,Category_4
3144,Product_3144,22.0,30.73,2023-05-11 23:00:00,Category_5
3145,Product_3145,49.0,94.12,2023-05-12 00:00:00,Category_4
3146,Product_3146,70.0,17.0,2023-05-12 01:00:00,Category_4
3147,Product_3147,86.0,70.5,2023-05-12 02:00:00,Category_2
3148,Product_3148,72.0,21.37,2023-05-12 03:00:00,Category_2
3149,Product_3149,31.0,76.38,2023-05-12 04:00:00,Category_1
3150,Product_3150,,83.53,2023-05-12 05:00:00,Category_2
3151,Product_3151,56.0,69.82,2023-05-12 06:00:00,Category_5
3152,Product_3152,48.0,77.84,2023-05-12 07:00:00,Category_1
3153,Product_3153,96.0,94.71,2023-05-12 08:00:00,Category_3
3154,Product_3154,77.0,85.19,2023-05-12 09:00:00,Category_1
3155,Product_3155,63.0,52.8,2023-05-12 10:00:00,Category_4
3156,Product_3156,69.0,10.89,2023-05-12 11:00:00,Category_2
3157,Product_3157,7.0,55.66,2023-05-12 12:00:00,Category_3
3158,Product_3158,7.0,94.71,2023-05-12 13:00:00,Category_2
3159,Product_3159,81.0,76.44,2023-05-12 14:00:00,Category_5
3160,Product_3160,37.0,51.3,2023-05-12 15:00:00,Category_5
3161,Product_3161,29.0,47.75,2023-05-12 16:00:00,Category_3
3162,Product_3162,57.0,15.55,2023-05-12 17:00:00,Category_2
3163,Product_3163,94.0,26.43,2023-05-12 18:00:00,Category_2
3164,Product_3164,64.0,67.01,2023-05-12 19:00:00,Category_5
3165,Product_3165,87.0,37.04,2023-05-12 20:00:00,Category_5
3166,Product_3166,23.0,90.23,2023-05-12 21:00:00,Category_5
3167,Product_3167,15.0,52.63,2023-05-12 22:00:00,Category_4
3168,Product_3168,4.0,30.39,2023-05-12 23:00:00,Category_3
3169,Product_3169,83.0,65.43,2023-05-13 00:00:00,Category_2
3170,Product_3170,52.0,14.82,2023-05-13 01:00:00,Category_5
3171,Product_3171,4.0,48.95,2023-05-13 02:00:00,Category_4
3172,Product_3172,4.0,45.61,2023-05-13 03:00:00,Category_1
3173,Product_3173,57.0,8.88,2023-05-13 04:00:00,Category_2
3174,Product_3174,28.0,46.86,2023-05-13 05:00:00,Category_1
3175,Product_3175,45.0,17.72,2023-05-13 06:00:00,Category_3
3176,Product_3176,98.0,32.56,2023-05-13 07:00:00,Category_5
3177,Product_3177,15.0,67.61,2023-05-13 08:00:00,Category_1
3178,Product_3178,70.0,70.96,2023-05-13 09:00:00,Category_2
3179,Product_3179,51.0,5.83,2023-05-13 10:00:00,Category_1
3180,Product_3180,22.0,47.11,2023-05-13 11:00:00,Category_3
3181,Product_3181,58.0,83.03,2023-05-13 12:00:00,Category_3
3182,Product_3182,58.0,51.68,2023-05-13 13:00:00,Category_5
3183,Product_3183,17.0,42.68,2023-05-13 14:00:00,Category_1
3184,Product_3184,6.0,91.6,2023-05-13 15:00:00,Category_5
3185,Product_3185,97.0,69.79,2023-05-13 16:00:00,Category_4
3186,Product_3186,14.0,95.98,2023-05-13 17:00:00,Category_3
3187,Product_3187,35.0,7.61,2023-05-13 18:00:00,Category_2
3188,Product_3188,67.0,14.8,2023-05-13 19:00:00,Category_4
3189,Product_3189,48.0,22.6,2023-05-13 20:00:00,Category_1
3190,Product_3190,56.0,54.19,2023-05-13 21:00:00,Category_3
3191,Product_3191,10.0,56.27,2023-05-13 22:00:00,Category_5
3192,Product_3192,14.0,74.29,2023-05-13 23:00:00,Category_5
3193,Product_3193,79.0,6.01,2023-05-14 00:00:00,Category_3
3194,Product_3194,38.0,53.34,2023-05-14 01:00:00,Category_2
3195,Product_3195,63.0,87.26,2023-05-14 02:00:00,Category_4
3196,Product_3196,10.0,82.31,2023-05-14 03:00:00,Category_5
3197,Product_3197,58.0,15.46,2023-05-14 04:00:00,Category_2
3198,Product_3198,69.0,44.71,2023-05-14 05:00:00,Category_1
3199,Product_3199,65.0,14.3,2023-05-14 06:00:00,Category_5
3200,Product_3200,,73.78,2023-05-14 07:00:00,Category_4
3201,Product_3201,38.0,80.68,2023-05-14 08:00:00,Category_1
3202,Product_3202,57.0,13.11,2023-05-14 09:00:00,Category_2
3203,Product_3203,81.0,80.87,2023-05-14 10:00:00,Category_1
3204,Product_3204,90.0,36.13,2023-05-14 11:00:00,Category_5
3205,Product_3205,33.0,84.01,2023-05-14 12:00:00,Category_5
3206,Product_3206,4.0,48.15,2023-05-14 13:00:00,Category_4
3207,Product_3207,84.0,30.45,2023-05-14 14:00:00,Category_3
3208,Product_3208,94.0,71.87,2023-05-14 15:00:00,Category_5
3209,Product_3209,92.0,44.31,2023-05-14 16:00:00,Category_1
3210,Product_3210,85.0,85.15,2023-05-14 17:00:00,Category_4
3211,Product_3211,42.0,71.88,2023-05-14 18:00:00,Category_4
3212,Product_3212,79.0,61.39,2023-05-14 19:00:00,Category_1
3213,Product_3213,51.0,59.62,2023-05-14 20:00:00,Category_1
3214,Product_3214,66.0,88.25,2023-05-14 21:00:00,Category_1
3215,Product_3215,77.0,61.98,2023-05-14 22:00:00,Category_4
3216,Product_3216,50.0,90.96,2023-05-14 23:00:00,Category_1
3217,Product_3217,22.0,45.22,2023-05-15 00:00:00,Category_1
3218,Product_3218,86.0,25.1,2023-05-15 01:00:00,Category_1
3219,Product_3219,31.0,24.81,2023-05-15 02:00:00,Category_2
3220,Product_3220,24.0,70.63,2023-05-15 03:00:00,Category_3
3221,Product_3221,9.0,12.34,2023-05-15 04:00:00,Category_5
3222,Product_3222,59.0,21.33,2023-05-15 05:00:00,Category_3
3223,Product_3223,95.0,78.76,2023-05-15 06:00:00,Category_1
3224,Product_3224,66.0,6.5,2023-05-15 07:00:00,Category_1
3225,Product_3225,74.0,42.32,2023-05-15 08:00:00,Category_5
3226,Product_3226,53.0,46.8,2023-05-15 09:00:00,Category_3
3227,Product_3227,48.0,59.47,2023-05-15 10:00:00,Category_5
3228,Product_3228,33.0,9.94,2023-05-15 11:00:00,Category_1
